LSLANR;LSLORT;LSTENR;TEBEZ1;TEBEZ2;LSLGBE;TEPDIM;TEINPR;WERT;TEWKSF
F5;KM727;3FD0272773012;Zuschnitt        40SWGE456;912314.01,108082.04;48;3;80,77;3,877;
F5;18F2-4;3FD0272870000;LTG 728003      K07BR00083;15.00    ,105114.03;74;3;5,25;0,3885;
F5;17F4-4;3FD0272870001;LTG 728004       07RTGN148;105114.03,906844.01;75;3;8,77;0,6578;
F5;25F1-4;3FD0272870002;LTG 728005      K07BR00088;15.00    ,105114.03;72;3;5,45;0,3924;
F5;29F3-4;3FD0272870003;LTG 728006       07RTGN153;906844.01,105114.03;67;3;8,93;0,5983;
F5;27F5-1;3FD0272870005;LTG 728008       07RT00381;105114.03,906844.01;65;3;18,23;1,185;
F5;17F5-2;3FD0272870006;LTG 728009      K15BR00088;15.00    ,105115.03;19;3;8,05;0,153;
F5;16F7-4;3FD0272870007;LTG 728010       15RTGN153;906845.01,105115.03;18;3;13,85;0,2493;
F5;04F2-2;3FD0272870010;LTG 728002      K05BR00045;907649.01,15.00;10;3;1,86;0,0186;
F5;01F2-2;3FD0272870012;LTG 328003=09    03RTWS017;907647.01,907647.01;30;3;1,56;0,0468;
F5;01F3-2;3FD0272870013;LTG 328004=010   03SWGE017;907647.01,907647.01;26;3;1,56;0,0406;
F5;KM728;3FD0272870016;LTG 328007      K03RTGE187;907647.01,15.00;57;3;2,23;0,1271;
F5;KM728;3FD0272870020;LTG 328008      K05BR00043;907649.01,15.00      RI_GE;48;3;1,05;0,0504;
F5;19F7-1;3FD0272870021;LTG 728012       15RT00381;906845.01,105115.03;24;3;31,05;0,7452;
F5;11F3-3;3FD0272870026;LTG 328001      K03RTGE199;907647.01,15.00;9;3;2,34;0,0211;
F5;KM728;3FD0272873001;Zuschnitt       K07BR00075;15.00    ,105114.03;11;3;2,89;0,0318;
F5;KM728;3FD0272873002;Zuschnitt        07RTGN135;105114.03,906844.01;11;3;4,71;0,0518;
F5;KM728;3FD0272873003;Zuschnitt       K07BR00080;15.00    ,105114.03;39;3;2,69;0,1049;
F5;KM728;3FD0272873004;Zuschnitt        07RTGN140;105114.03,906844.01;37;3;4,5;0,1665;
F5;KM728;3FD0272873007;Zuschnitt       K15BR00080;15.00    ,105115.03;24;3;3,37;0,0809;
F5;KM728;3FD0272873008;Zuschnitt        15RTGN140;906845.01,105115.03;24;3;5,72;0,1373;
F5;KM728;3FD0272873014;Zuschnitt       K05BR00049;15.00    ,907649.01;19;3;1,11;0,0211;
F5;KM728;3FD0272873015;Zuschnitt       K03RTGE210;907647.01,15.00;26;3;2,43;0,0632;
F5;KM728;3FD0272873016;Zuschnitt       K05BR00043;907649.01,15.00;28;3;1,05;0,0294;
F5;KM728;3FD0272873019;Zuschnitt       K03RTGE222;15.00    ,907647.01;26;3;2,54;0,066;
F5;KM728;3FD0272873021;Zuschnitt        15RT00382;906845.01,105115.03;6;3;11,3;0,0678;
F5;KM_728;3FD0272873026;Zuschnitt        07RT00382;906844.01,105114.03;21;3;0;0;
F5;27F3-2;3FD0277170001;LTG 771001       10RT00286;105114.03,907326.01;18;3;25,65;0,4617;
F5;21F4-4;3FD0277170002;LTG 771003      K03SWVI312;105111.03,15.00;41;3;11,68;0,4789;
F5;11F1-4;3FD0277170010;LTG 771012      K03BR00072;15.00    ,907647.01;27;3;2,08;0,0562;
F5;KM771;3FD0277170011;LTG 771014      K03SWVI362;15.00    ,105111.05;28;3;15,73;0,4404;
F5;KM771;3FD0277170017;LTG 771040       10RT00340;907326.01,105112.06;29;3;31,78;0,9216;
F5;KM771;3FD0277170018;LTG 771041       03WSGE057;105111.05,105111.05;32;3;8,89;0,2845;
F5;KM771;3FD0277170019;LTG 771042       03WS00058;105111.05,105111.05;37;3;8,93;0,3304;
F5;10F5-4;3FD0277170033;LTG 771070      K03BR00072;15.00    ,907647.01;47;3;2,08;0,0978;
F5;23F1-1;3FD0277170051;LTG 771059       05RTVI377;906844.01,907649.01;42;3;11,96;0,5023;
F5;22F7-1;3FD0277170052;LTG 771067       05RTVI377;906844.01,907649.01;53;3;11,96;0,6339;
F5;03F2-2;3FD0277170058;LTG 771033       03BL00038;105111.05,105516.01;59;3;12;0,708;
F5;22F7-2;3FD0277170067;LTG 771115       60RT00245;106867.01,911866.01;36;3;81,37;2,9293;
F5;24F5-1;3FD0277170073;LTG 771029      K03SWVI364;15.00,105516.01;51;3;15,58;0,7946;
F5;16F1-1;3FD0277170074;LTG 771030       25RT00525;907327.01,908448.01;52;3;54,29;2,8231;
F5;27F2-3;3FD0277170076;LTG 771032       03SWBL291;906843.01,105111.05;35;3;10,52;0,3682;
F5;KM771;3FD0277173004;Zuschnitt       K03BR00065;15.00    ,907647.01;8;3;1,25;0,01;
F5;KM771;3FD0277173005;Zuschnitt       K03SWVI363;15.00    ,105111.05;15;3;11,29;0,1694;
F5;KM771;3FD0277173012;Zuschnitt        03WSGE058;105111.05,105111.05;15;3;8,05;0,1208;
F5;KM771;3FD0277173013;Zuschnitt        03WS00059;105111.05,105111.05;14;3;8,07;0,113;
F5;KM771;3FD0277173048;Zuschnitt       K03SWVI359;15.00    ,105516.01;46;3;15,48;0,7121;
F5;KM771;3FD0277173049;Zuschnitt        25RT00520;907327.01,908448.01;24;3;53,94;1,2946;
F5;KM771;3FD0277173051;Zuschnitt        03SWBL296;906843.01,105111.05;27;3;10,62;0,2867;
F5;KM771;3FD0277173052;Zuschnitt        05RTVI378;906844.01,907649.01;27;3;5,51;0,1488;
F5;KM771;3FD0277173056;Zuschnitt       K03SWVI305;105111.03,15.00;9;3;7,91;0,0712;
F5;KM771;3FD0277173057;Zuschnitt        05RTVI378;906844.01,907649.01;23;3;5,51;0,1267;
F5;;3FD0277173061;Zuschnitt        10RT00236;105114.03,907326.01;19;3;13,37;0,254;
F5;;3FD0277173062;Zuschnitt        60RT00207;106867.01,911866.01;19;3;71,75;1,3633;
F5;KM771;3FD0277173068;Zuschnitt        03BL00034;105111.05,105516.01;11;3;11,91;0,131;
F5;KM771;3FD0277173069;Zuschnitt       K03BR00065;15.00    ,907647.01;11;3;1,17;0,0129;
F5;KM_771;3FD0277173073;Zuschnitt        10RT00298;907326.01,105112.06;19;3;0;0;
F5;03F7-4;3FD0277576000;LTG 775001      K03GNSW085;907647.03,15.00;76;3;3,09;0,2348;
F5;01F3-4;3FD0277576004;LTG 775004      K03GNSW053;907647.01,15.00;80;3;1,69;0,1352;
F5;10F1-3;3FD0277576009;LTG 775009      K03GNSW212;907647.01,15.00;56;3;4,94;0,2766;
F5;11F5-4;3FD0277576013;LTG 775002       05RTGE142;105975.01,907649.03;69;3;4,84;0,334;
F5;KM775;3FD0277576016;LTG 775005      K03BR00172;907647.01,15.00;30;3;2,1;0,063;
F5;KM775;3FD0277576017;LTG 775010      K03BR00235;907647.01,15.00;34;3;2,65;0,0901;
F5;KM775;3FD0277576018;LTG 775007      K03BR00081;907647.03,15.00;32;3;3,06;0,0979;
F5;KM7750;3FD0277578001;Zuschnitt       K03GNSW118;907647.03,15.00;24;3;3,38;0,0811;
F5;KM7750;3FD0277578002;Zuschnitt        05RTGE157;105975.01,907649.03;25;3;4,99;0,1248;
F5;KM7750;3FD0277578004;Zuschnitt       K03GNSW098;15.00    ,907647.01;24;3;1,46;0,035;
F5;KM7750;3FD0277578005;Zuschnitt       K03BR00222;15.00    ,907647.01;25;3;2,54;0,0635;
F5;KM7750;3FD0277578007;Zuschnitt       K03BR00117;15.00    ,907647.03;24;3;3,37;0,0809;
F5;KM7750;3FD0277578009;Zuschnitt       K03GNSW187;15.00    ,907647.01;25;3;2,23;0,0558;
F5;KM7750;3FD0277578010;Zuschnitt       K03BR00224;15.00    ,907647.01;25;3;2,55;0,0638;
F5;21F6-1;3FD0290970000;LTG 909008       10WSVI335;105114.03,105112.01;90;3;20,03;1,8027;
F5;09F4-4;3FD0290970002;LTG 909010       25RTBL126;907327.01,105115.03;13;3;18,46;0,24;
F5;15F1-4;3FD0290970004;LTG 909012       03GNWS132;907647.01,105113.03;49;3;4,94;0,2421;
F5;26F4-1;3FD0290970006;LTG 909014       10SWVI335;105114.03,105112.01;44;3;20,08;0,8835;
F5;01F6-3;3FD0290970017;LTG 909029=070   10SWVI326;105114.03,105112.01;30;3;19,57;0,5871;
F5;18F7-3;3FD0290970034;LTG 909020=071   15BRGN140;105115.03,906845.02;24;3;5,88;0,1411;
F5;19F1-3;3FD0290970035;LTG 909019=072   15SWRT140;105115.03,906845.02;23;3;5,88;0,1352;
F5;21F5-1;3FD0290970036;LTG 909009       10SWVI335;105114.03,105112.01;89;3;8,28;0,7369;
F5;26F2-1;3FD0290970038;LTG 909013       10WSVI335;105114.03,105112.01;39;3;8,27;0,3225;
F5;08F5-3;3FD0290970039;LTG 909018       25RTGE232;907327.01,906845.02;15;3;11,5;0,1725;
F5;01F5-3;3FD0290970044;LTG 909028=069   10WSVI325;105114.03,105112.01;15;3;8,11;0,1217;
F5;KM909;3FD0290973010;Zuschnitt        10SWVI296;105114.03,105112.01;19;3;7,85;0,1492;
F5;KM909;3FD0290973011;Zuschnitt        25RTBL275;105115.03,907327.01;22;3;13,32;0,293;
F5;KM909;3FD0290973013;Zuschnitt        03GNWS266;105113.03,907647.01;8;3;4,41;0,0353;
F5;KM909;3FD0290973014;Zuschnitt        10WSVI287;105114.03,105112.01;38;3;7,4;0,2812;
F5;KM909;3FD0290973015;Zuschnitt        10SWVI287;105114.03,105112.01;38;3;7,42;0,282;
F5;KM909;3FD0290973020;Zuschnitt        15SWRT120;906845.02,105115.03;12;3;5,51;0,0661;
F5;KM909;3FD0290973021;Zuschnitt        15BRGN120;906845.02,105115.03;12;3;5,51;0,0661;
F5;KM909;3FD0290973029;Zuschnitt        10WSVI286;105114.03,105112.01;13;3;7,68;0,0998;
F5;KM909;3FD0290973030;Zuschnitt        10SWVI287;105114.03,105112.01;15;3;7,7;0,1155;
F5;KM909;3FD0290973046;Zuschnitt        10WSVI296;105114.03,105112.01;22;3;7,58;0,1668;
F5;;3FD0290973052;Zuschnitt        25RTGE289;907327.01,906845.02;5;3;13,57;0,0679;
F5;14F3-2;3FD0292070013;LTG 920015       05BRRT023;105112.03,907649.02;5;3;4,48;0,0224;
F5;KM920;3FD0292073006;Zuschnitt        05BRRT023;105112.03,907649.02;43;3;3,96;0,1703;
F5;B27-5;3FD1000070000;Verdrillte Zusch.   V01054;15.01,2x107824.01    V11;144;3;6,23;0,8971;
F5;B29-6;3FD1000070001;Twist/F AUDI C8     V01174;647.01x2,15.00x2       V11;46;3;9,91;0,4559;
F5;35S6-3;3FD1000070002;Twist/F AUDI C8     V03251;647.01x2,15.00x2       v20;13;3;5,9;0,0767;
F5;B38-4;3FD1000070004;Twist/F AUDI C8     V01094;15.00x2,824.01x2       V11;50;3;6,9;0,345;
F5;;3FD1000070005;Twist/F AUDI C8     V01332;15.00x2,15.00x2        V11;4;3;13,11;0,0524;
F5;B37-3;3FD1000070007;Twist/F AUDI C8     V01112;15.00,15.00,834.01,834 V11;79;3;8,76;0,692;
F5;B37-4;3FD1000070009;Twist/F AUDI C8     V01343;15.00,15.00,834.01,834 V11;52;3;20,09;1,0447;
F5;B38-5;3FD1000070014;Twist/F AUDI C8     V01084;15.00x2,834.01x2       V11;222;3;7,29;1,6184;
F5;B42-4;3FD1000070015;Twist/F AUDI C8     V01330;834.01x2,834.01x2      V11;303;3;22,45;6,8024;
F5;32S1-3;3FD1000070018;Twist/F AUDI C8     V03363;"647.01;647.01;479.01;4 V20";36;3;20,41;0,7348;
F5;34S4-3;3FD1000070019;Twist/F AUDI C8     V03304;"647.01;647.01;647.01;6 V20";16;3;15,17;0,2427;
F5;B30-5;3FD1000070024;Twist/F AUDI C8     V01325;15.00x2,824.01x2       V11;160;3;16,09;2,5744;
F5;30S4-2;3FD1000070025;Twist/F AUDI C8     V03031;15.00x2,647.01x2       v20;12;3;1,77;0,0212;
F5;;3FD1000070029;Twist/F AUDI C8     V01044;15.00,15.00,824.01,824 V11;200;3;4,97;0,994;
F5;;3FD1000070031;Twist/F AUDI C8     V01454;15.00,15.00,15.00,15.0 V11;57;3;17,77;1,0129;
F5;;3FD1000070032;Twist/F AUDI C8     V01302;15.00x2,15.00x2        V11;21;3;11,88;0,2495;
F5;KM727;3FD1000070034;Twist/F AUDI C8     V01149;15.00,15.00,834.01,834 V11;37;3;8,87;0,3282;
F5;37S5-1;3FD1000070037;Twist/F AUDI C8     V03424;"647.01;647.01;647.01;6 V20";11;3;9,96;0,1096;
F5;KM_034;3FD1000073001;Verdrillte Zusch.   V03384;"647.01;647.01;479.01;4 V20";18;3;12,1;0,2178;
F5;KM087;3FD1000073009;Verdrillte Zusch.   V03307;"647.01;647.01;647.01;6 V20";19;3;7,88;0,1497;
F5;KM087;3FD1000073010;Verdrillte Zusch.   V03429;"647.01;647.01;647.01;6 V20";20;3;10,09;0,2018;
F5;KM079;3FD1000073011;Verdrillte Zusch.   V01340;"834.01;834.01;834.01;8 V11";8;3;19,27;0,1542;
F5;KM029;3FD1000073018;Verdrillte Zusch.   V01283;"107824.01;15.00        V11";74;3;14,19;1,0501;
F5;;3FD1000073019;Verdrillte Zusch.   V01056;"15.00;15.00;824.01;824 V11";66;3;5,4;0,3564;
F5;KM034;3FD1000073020;Verdrillte Zusch.   V01101;"15.00;15.00;834.01;834 V11";73;3;6,89;0,503;
F5;KM034;3FD1000073021;Verdrillte Zusch.   V01164;"15.00;15.00;834.01;834 V11";20;3;9,35;0,187;
F5;KM087;3FD1000073022;Verdrillte Zusch.   V03254;"907647.01;15.00        V20";20;3;5,85;0,117;
F5;KM034;3FD1000073023;Verdrillte Zusch.   V01342;"15.00;107834.01        V11";50;3;16,46;0,823;
F5;KM087;3FD1000073024;Verdrillte Zusch.   V03030;"15.00;907647.01        V20";19;3;1,76;0,0334;
F5;;3FD1000073025;Verdrillte Zusch.   V01045;"15.00;15.00;824.01;824 V11";4;3;4,95;0,0198;
F5;;3FD1000073026;Verdrillte Zusch.   V01121;"15.00;15.00;824.01;824 V11";3;3;7,97;0,0239;
F5;;3FD1000073027;Verdrillte Zusch.   V01490;"15.00;15.00;15.00;15.0 V11";4;3;19,1;0,0764;
F5;;3FD1000073028;Verdrillte Zusch.   V01368;"15.00;15.00;15.00;15.0 V11";3;3;14,42;0,0433;
F5;KM727;3FD1000073031;Verdrillte Zusch.   V01144;"15.00;15.00;834.01;834 V11";20;3;8,65;0,173;
F5;KM_412;3FD1000073032;Verdrillte Zusch.   V01470;15.00,15.00,15.00,15.0 V11;18;3;18,33;0,3299;
F5;KM_412;3FD1000073033;Verdrillte Zusch.   V01348;15.00,15.00,15.00,15.0 V11;23;3;13,67;0,3144;
F5;KM079;3FD1000073118;Verdrillte Zusch.   V01066;"834.01;834.01;15.00;15 V11";3;3;5,63;0,0169;
F5;B42-3;3FD1000076001;Verdrillte Zusch.   V01186;834.01,834.01,823.01,8 V11;373;3;15,22;5,6771;
F5;30S1-4;3FD1000076006;Twist/F AUDI C8     V03060;647.01x2,15.00x2       v20;55;3;2,29;0,126;
F5;B41-3;3FD1000076007;Twist/F AUDI C8.    V01092;851.01x2,15.00x2       V11;122;3;8,88;1,0834;
F5;KM0290;3FD1000078001;Verdrillte Zusch.   V01093;823.01,823.01,834.01,8 V11;4;3;9,44;0,0378;
F5;KM029;3FD1000078004;Verdrillte Zusch.   V03085;"647.01;647.01;15.00;15 V20";29;3;2,84;0,0824;
F5;KM029;3FD1000078005;Verdrillte Zusch.   V01164;834.01,834.01,15.00,15 V11;2;3;11,67;0,0233;
F5;KM012;3FD1001276004;Twist/F AUDI C8     V03206;156.03x2,974.03x2      V20;24;3;14,61;0,3506;
F5;KM012;3FD1001276005;Twist/F AUDI C8     V03206;156.03x2,974.03x2      V20;24;3;14,61;0,3506;
F5;KM0120;3FD1001278001;Verdrillte Zusch.   V03319;"156.03;156.03;974.03;9 V20";7;3;16,59;0,1161;
F5;KM0120;3FD1001278002;Verdrillte Zusch.   V03319;"156.03;156.03;974.03;9 V20";5;3;16,61;0,0831;
F5;35S1-1;3FD1002570000;Twist/F AUDI C8     V03333;843.02x2,15.00x2       V20;38;3;8,5;0,323;
F5;KM034;3FD1003470039;Twist/F AUDI C8     V03208;"396.01;396.01;111.04;1 V25";17;3;16,87;0,2868;
F5;KM034;3FD1003470040;Twist/F AUDI C8     V03208;"396.01;396.01;111.04;1 V25";21;3;16,71;0,3509;
F5;B38-1;3FD1005670000;Twist/F AUDI C8     V01164;15.00x2,824.01x2       V11;140;3;9,64;1,3496;
F5;B40-6;3FD1005670002;Twist/F AUDI C8     V01154;15.00,15.00,824.01,824 V11;277;3;9,5;2,6315;
F5;KM056;3FD1005673011;Verdrillte Zusch.   V01153;"15.00;15.00;824.01;824 V11";77;3;9,26;0,713;
F5;KM056;3FD1005673012;Verdrillte Zusch.   V01195;"15.00;15.00;824.01;824 V11";47;3;10,88;0,5114;
F5;30S5-4;3FD1005970000;Twist/F AUDI C8     V03075;974.02x2,396.01x2      V20;23;3;7,41;0,1704;
F5;KM059;3FD1005970001;Twist/F AUDI C8     V03333;15.00x2,396.01x2       V20;29;3;16,81;0,4875;
F5;32S4-3;3FD1005970003;Twist/F AUDI C8     V03316;15.00x2,396.01x2       V20;35;3;8,28;0,2898;
F5;KM076;3FD1007670008;Twist/F AUDI C8     V07563;649.01x2,649.01x2      V25;20;3;18,99;0,3798;
F5;30S2-2;3FD1007670012;Twist/F AUDI C8     V07093;982.01x2,982.01x2      V25;31;3;8,78;0,2722;
F5;30S3-2;3FD1007670013;Twist/F AUDI C8     V07065;982.01x2,982.01x2      V25;27;3;7,99;0,2157;
F5;37S3-3;3FD1007670014;Twist/F AUDI C8     V10167;983.01x2,189.01x2      V25;51;3;11,28;0,5753;
F5;36S6-3;3FD1007670015;Twist/F AUDI C8     V10222;983.01x2,189.01x2      V25;20;3;13,26;0,2652;
F5;KM076;3FD1007670021;Twist/F AUDI C8     V07501;"649.01;649.01;649.01;6 V25";14;3;17,58;0,2461;
F5;KM076;3FD1007670022;Twist/F AUDI C8     V07640;649.01x2,649.01x2      V25;23;3;22,85;0,5256;
F5;;3FD1007670031;Twist/F AUDI C8     V05230;"358.01;358.01;649.01;6 V25";11;3;7,87;0,0866;
F5;KM076;3FD1007670032;Twist/F AUDI C8     V15355;936.01x2,190.01x2      V25;21;3;25,8;0,5418;
F5;37S2-1;3FD1007670035;Twist/F AUDI C8     V07494;649.01,649.01,982.01,9 V15;5;3;47,21;0,2361;
F5;KM_076;3FD1007670041;Twist/F AUDI C8     V10556;"358.01;358.01;112.01;1 V25";15;3;23,84;0,3576;
F5;;3FD1007670047;Twist/F AUDI C8     V05254;"358.01;358.01;112.01;1 V25";16;3;9,18;0,1469;
F5;;3FD1007670053;Twist/F AUDI C8     V07530;"358.01;358.01;649.01;6 V25";12;3;18,65;0,2238;
F5;31S2-3;3FD1007670054;Twist/F AUDI C8     V07398;649.01,649.01,982.01,9 V25;45;3;37,14;1,6713;
F5;36S5-1;3FD1007670055;Twist/F AUDI C8     V07423;112.01x2,982.01x2      V25;46;3;39,98;1,8391;
F5;38S2-1;3FD1007670057;Twist/F AUDI C8     V07572;649.01x2,649.01x2      V25;34;3;49,41;1,6799;
F5;;3FD1007670058;Twist/F AUDI C8     V07708;"649.01;649.01;649.01;6 V25";5;3;23,31;0,1166;
F5;;3FD1007670061;Twist/F AUDI C8     V07376;"649.01;649.01;649.01;6 V25";16;3;13,77;0,2203;
F5;33S2-1;3FD1007670062;Twist/F AUDI C8     V07502;"649.01;649.01;649.01;6 V25";29;3;43,94;1,2743;
F5;KM076;3FD1007670067;Twist/F AUDI C8     V10530;112.01x2,112.01x2      V25;25;3;23,11;0,5778;
F5;KM076;3FD1007670070;Twist/F AUDI C8     V10531;112.01x2,112.01x2      V25;25;3;23,13;0,5783;
F5;34S1-1;3FD1007670074;Twist/F AUDI C8     V10481;114.01,114.01,189.01,1 V15;18;3;58,41;1,0514;
F5;KM076;3FD1007670079;Twist/F AUDI C8     V05222;358.01x2,649.01x2      V25;13;3;7,71;0,1002;
F5;KM076;3FD1007670080;Twist/F AUDI C8     V10274;114.01x2,189.01x2      V25;4;3;14,59;0,0584;
F5;KM076;3FD1007670081;Twist/F AUDI C8     V10400;112.01x2,983.01x2      V25;22;3;19,49;0,4288;
F5;KM076;3FD1007670082;Twist/F AUDI C8     V10565;112.01x2,983.01x2      V25;25;3;25,37;0,6343;
F5;KM076;3FD1007670083;Twist/F AUDI C8     V10401;112.01x2,983.01x2      V25;22;3;19,52;0,4294;
F5;KM076;3FD1007670084;Twist/F AUDI C8     V07527;649.01x2,982.01x2      V25;30;3;20,11;0,6033;
F5;KM076;3FD1007670086;Twist/F AUDI C8     V07639;649.01x2,649.01x2      V25;20;3;21,68;0,4336;
F5;KM076;3FD1007670087;Twist/F AUDI C8     V03183;111.01x2,111.01x2      V25;5;3;8,03;0,0402;
F5;KM076;3FD1007670088;Twist/F AUDI C8     V03182;111.01x2,111.01x2      V25;28;3;8,02;0,2246;
F5;KM076;3FD1007670089;Twist/F AUDI C8     V10397;112.01x2,983.01x2      V25;24;3;19,37;0,4649;
F5;KM076;3FD1007670090;Twist/F AUDI C8     V10562;112.01x2,768.01x2      V25;23;3;25,27;0,5812;
F5;38S4-1;3FD1007670095;Twist/F AUDI C8     V10398;114.01x2,983.01x2      V25;6;3;19,77;0,1186;
F5;38S1-1;3FD1007670096;Twist/F AUDI C8     V10417;114.01x2,983.01x2      V25;27;3;20,42;0,5513;
F5;31S6-1;3FD1007670097;Twist/F AUDI C8     V10565;114.01x2,768.01x2      V25;4;3;25,72;0,1029;
F5;31S5-1;3FD1007670098;Twist/F AUDI C8     V10583;112.01x2,983.01x2      V25;33;3;26,03;0,859;
F5;34S6-3;3FD1007670099;Twist/F AUDI C8     V10275;112.01x2,189.01x2      V25;17;3;14,26;0,2424;
F5;33S4-3;3FD1007670100;Twist/F AUDI C8     V07287;649.01x2,982.01x2      V25;7;3;12,95;0,0907;
F5;37S3-1;3FD1007670103;Twist/F AUDI C8     V05423;112.01x2,189.01x2      V25;8;3;13,18;0,1054;
F5;37S6-1;3FD1007670104;Twist/F AUDI C8     V15422;936.01x2,983.01x2      V25;4;3;29,77;0,1191;
F5;32S1-1;3FD1007670105;Twist/F AUDI C8     V07553;112.01x2,982.01x2      V25;9;3;21,73;0,1956;
F5;KM076;3FD1007670106;Twist/F AUDI C8     V07517;649.01x2,649.01x2      V25;38;3;18,05;0,6859;
F5;32S5-1;3FD1007670107;Twist/F AUDI C8     V07518;649.01x2,649.01x2      V25;19;3;18,08;0,3435;
F5;KM076;3FD1007670108;Twist/F AUDI C8     V07657;649.01x2,649.01x2      V25;12;3;21,8;0,2616;
F5;30S3-1;3FD1007670109;Twist/F AUDI C8     V07656;649.01x2,649.01x2      V25;20;3;21,77;0,4354;
F5;36S2-3;3FD1007670110;Twist/F AUDI C8     V05259;114.01x2,906.844.01x2  V25;9;3;10,22;0,092;
F5;KM076;3FD1007670112;Twist/F AUDI C8     V05263;649.01x2,649.01x2      V25;47;3;7,97;0,3746;
F5;KM076;3FD1007670113;Twist/F AUDI C8     V05237;358.01x2,112.01x2      V25;47;3;8,83;0,415;
F5;36S4-3;3FD1007670115;Twist/F AUDI C8     V05252;358.01x2,112.01x2      V25;19;3;9,12;0,1733;
F5;32S4-1;3FD1007670116;Twist/F AUDI C8     V10546;358.01x2,112.01x2      V25;21;3;23,5;0,4935;
F5;35S3-3;3FD1007670119;Twist/F AUDI C8     V05267;649.01x2,649.01x2      V25;46;3;8,1;0,3726;
F5;37S1-1;3FD1007670121;Twist/F AUDI C8     V15443;936.01x2,190.01x2      V25;35;3;30,18;1,0563;
F5;KM076;3FD1007670126;Twist/F AUDI C8     V05228;358.01x2,649.01x2      V25;15;3;7,83;0,1175;
F5;KM076;3FD1007670127;Twist/F AUDI C8     V07521;358.01x2,649.01x2      V25;15;3;18,39;0,2759;
F5;KM_076;3FD1007670141;Twist/F AUDI C8     V10483;112.01x2,189.01x2      V25;4;3;21,63;0,0865;
F5;KM_076;3FD1007670142;Twist/F AUDI C8     V07520;358.01x2,649.01x2      V25;16;3;18,36;0,2938;
F5;;3FD1007670143;Twist/F AUDI C8     V10543;358.01x2,112.01x2      V25;10;3;23,36;0,2336;
F5;;3FD1007673001;Verdrillte Zusch.   V07494;"649.01;649.01;649.01;6 V25";15;3;17,35;0,2603;
F5;;3FD1007673002;Verdrillte Zusch.   V07641;"649.01;649.01;649.01;6 V25";15;3;21,8;0,327;
F5;KM_076;3FD1007673009;Verdrillte Zusch.   V15397;"936.01;936.01;190.01;1 V25";15;3;28,13;0,422;
F5;KM076;3FD1007673012;Verdrillte Zusch.   V07353;"649.01;649.01;982.01;9 V25";8;3;14,73;0,1178;
F5;KM076;3FD1007673013;Verdrillte Zusch.   V07528;"649.01;649.01;982.01;9 V25";9;3;20,93;0,1884;
F5;KM076;3FD1007673014;Verdrillte Zusch.   V10482;"114.01;114.01;189.01;1 V15";7;3;22,85;0,16;
F5;KM076;3FD1007673015;Verdrillte Zusch.   V07643;"649.01;649.01;649.01;6 V15";15;3;22,91;0,3437;
F5;KM076;3FD1007673017;Verdrillte Zusch.   V10183;"112.01;112.01;112.01;1 V15";19;3;10,9;0,2071;
F5;KM076;3FD1007673018;Verdrillte Zusch.   V07397;"112.01;112.01;982.01;9 V25";18;3;17,09;0,3076;
F5;KM076;3FD1007673019;Verdrillte Zusch.   V10563;"112.01;112.01;768.01;7 V15";14;3;26,4;0,3696;
F5;KM076;3FD1007673027;Verdrillte Zusch.   V07568;"112.01;112.01;982.01;9 V25";19;3;22,26;0,4229;
F5;;3FD1007673031;Verdrillte Zusch.   V05227;"358.01;358.01;649.01;6 V25";20;3;7,81;0,1562;
F5;;3FD1007673032;Verdrillte Zusch.   V07530;"358.01;358.01;649.01;6 V25";18;3;18,65;0,3357;
F5;KM076;3FD1007673043;Verdrillte Zusch.   V07379;"112.01;112.01;982.01;9 V25";18;3;16,26;0,2927;
F5;KM_076;3FD1007673045;Verdrillte Zusch.   V07510;"649.01;649.01;649.01;6 V25";19;3;17,85;0,3392;
F5;KM_076;3FD1007673047;Verdrillte Zusch.   V07658;"649.01;649.01;649.01;6 V25";19;3;21,83;0,4148;
F5;KM_076;3FD1007673057;Verdrillte Zusch.   V05251;"358.01;358.01;112.01;1 V25";21;3;9,12;0,1915;
F5;KM_076;3FD1007673058;Verdrillte Zusch.   V10556;"358.01;358.01;112.01;1 V25";23;3;0;0;
F5;KM076;3FD1007673060;Verdrillte Zusch.   V07573;"649.01;649.01;649.01;6 V25";16;3;19,45;0,3112;
F5;KM_076;3FD1007673061;Verdrillte Zusch.   V07375;"649.01;649.01;649.01;6 V25";23;3;13,74;0,316;
F5;KM_076;3FD1007673062;Verdrillte Zusch.   V07709;"649.01;649.01;649.01;6 V25";23;3;23,34;0,5368;
F5;;3FD1007673063;0wist/F AUDI C8     V05223;"358.01;358.01;649.01;6 V25";21;3;0;0;
F5;;3FD1007673064;Twist/F AUDI C8     V07522;"358.01;358.01;649.01;6 V25";22;3;0;0;
F5;;3FD1007673065;Verdrillte Zusch.   V07563;"649.01;649.01;649.01;6 V25";22;3;0;0;
F5;;3FD1007673066;Verdrillte Zusch.   V05239;"358.01;358.01;112.01;1 V25";21;3;0;0;
F5;KM076;3FD1007673067;Verdrillte Zusch.   V05400;"112.01;112.01;982.01;9 V25";23;3;13,45;0,3094;
F5;;3FD1007673077;Verdrillte Zusch.   V07640;"649.01;649.01;649.01;6 V25";23;3;0;0;
F5;;3FD1007673078;Twist/F AUDI C8     V05228;"358.01;358.01;649.01;6 V25";23;3;0;0;
